MiningPower,NON,Height,Onchain,Orphan,AttackSuccess,BuildTime
0.080,8050,30,7,3,1,857
0.080,8050,50,9,3,1,1
0.080,8050,100,14,2,1,1
0.080,8050,200,24,2,1,1
0.080,8050,250,27,3,1,1
0.100,300,30,2,5,0,1
0.100,300,50,10,4,1,2
0.100,300,100,19,2,1,3
0.100,300,200,25,4,1,4
0.100,300,250,34,6,1,2
0.100,1000,30,6,2,1,4
0.100,1000,50,6,4,1,7
0.100,1000,100,11,2,1,13
0.100,1000,200,23,3,1,16
0.100,1000,250,24,3,1,7
0.100,3000,30,9,5,1,8
0.100,3000,50,11,3,1,18
0.100,3000,100,15,3,1,38
0.100,3000,200,30,2,1,48
0.100,3000,250,36,4,1,9
0.100,6000,30,6,4,1,15
0.100,6000,50,11,3,1,29
0.100,6000,100,15,2,1,58
0.100,6000,200,26,3,1,1
0.100,6000,250,28,2,1,10
0.100,8000,30,5,2,1,8
0.100,8000,50,9,3,1,15
0.100,8000,100,14,3,1,29
0.100,8000,200,23,2,1,59
0.100,8000,250,27,2,1,1
0.100,8050,30,9,2,1,12
0.100,8050,50,10,3,1,812
0.100,8050,100,12,3,1,948
0.100,8050,200,15,2,1,1
0.100,8050,250,22,2,1,1
0.007,300,30,2,5,0,1
0.007,300,50,4,5,0,1
0.007,300,100,2,5,0,1
0.007,300,200,6,3,0,2
0.007,300,250,13,5,1,3
0.007,1000,30,1,6,0,4
0.007,1000,50,4,5,1,2
0.007,1000,100,1,4,0,4
0.007,1000,200,3,6,0,6
0.007,1000,250,3,4,0,13
0.007,3000,30,6,13,1,17
0.007,3000,50,1,9,0,6
0.007,3000,100,7,5,1,10
0.007,3000,200,11,19,1,20
0.007,3000,250,8,13,0,39
0.007,6000,30,4,12,1,49
0.007,6000,50,4,7,1,9
0.007,6000,100,5,3,1,12
0.007,6000,200,9,2,1,22
0.007,6000,250,8,11,0,56
0.007,8000,30,4,5,1,1
0.007,8000,50,4,7,1,9
0.007,8000,100,5,3,1,8
0.007,8000,200,6,7,1,13
0.007,8000,250,6,9,1,29
0.007,8050,30,5,6,1,56
0.007,8050,50,5,8,1,1
0.007,8050,100,5,3,1,10
0.007,8050,200,8,7,1,798
0.007,8050,250,7,6,0,942
0.010,300,30,4,6,0,1
0.010,300,50,4,3,0,1
0.010,300,100,5,8,1,1
0.010,300,200,6,7,0,1
0.010,300,250,14,5,0,1
0.010,1000,30,1,3,0,2
0.010,1000,50,2,3,0,3
0.010,1000,100,5,3,1,4
0.010,1000,200,4,2,0,2
0.010,1000,250,5,6,0,4
0.010,3000,30,5,7,1,7
0.010,3000,50,9,9,1,14
0.010,3000,100,8,8,1,17
0.010,3000,200,11,10,1,6
0.010,3000,250,12,5,1,10
0.010,6000,30,5,5,1,19
0.010,6000,50,5,2,1,38
0.010,6000,100,9,4,1,46
0.010,6000,200,10,9,1,10
0.010,6000,250,7,2,1,16
0.010,8000,30,5,7,1,28
0.010,8000,50,5,6,1,55
0.010,8000,100,6,8,0,1
0.010,8000,200,9,7,1,11
0.010,8000,250,11,12,1,10
0.010,8050,30,4,8,1,15
0.010,8050,50,1,9,0,28
0.010,8050,100,3,11,0,55
0.010,8050,200,6,7,1,1
0.010,8050,250,9,4,1,10
0.030,300,30,2,5,0,872
0.030,300,50,5,5,0,871
0.030,300,100,7,6,1,1
0.030,300,200,18,7,1,1
0.030,300,250,27,4,1,1
0.030,1000,30,6,2,1,1
0.030,1000,50,4,4,1,1
0.030,1000,100,7,2,1,2
0.030,1000,200,15,4,1,3
0.030,1000,250,12,3,0,4
0.030,3000,30,4,12,1,2
0.030,3000,50,7,4,1,4
0.030,3000,100,11,13,1,7
0.030,3000,200,13,4,1,13
0.030,3000,250,18,4,1,16
0.030,6000,30,5,3,1,6
0.030,6000,50,5,2,1,10
0.030,6000,100,9,5,1,19
0.030,6000,200,12,3,1,36
0.030,6000,250,15,3,1,49
0.030,8000,30,6,4,1,9
0.030,8000,50,6,3,1,15
0.030,8000,100,10,4,1,29
0.030,8000,200,12,2,1,53
0.030,8000,250,19,2,1,1
0.030,8050,30,7,8,1,10
0.030,8050,50,6,4,1,10
0.030,8050,100,10,2,1,15
0.030,8050,200,11,2,1,29
0.030,8050,250,11,3,1,57
0.070,300,30,8,5,1,1
0.070,300,50,10,3,1,9
0.070,300,100,15,2,1,805
0.070,300,200,20,5,1,938
0.070,300,250,24,5,1,1
0.070,1000,30,7,2,1,1
0.070,1000,50,7,2,1,1
0.070,1000,100,11,2,1,1
0.070,1000,200,17,2,1,1
0.070,1000,250,19,3,1,2
0.070,3000,30,6,2,1,3
0.070,3000,50,7,4,1,4
0.070,3000,100,10,3,1,2
0.070,3000,200,22,3,1,4
0.070,3000,250,31,3,1,7
0.070,6000,30,5,2,1,13
0.070,6000,50,10,2,1,17
0.070,6000,100,18,2,1,6
0.070,6000,200,21,2,1,10
0.070,6000,250,28,2,1,18
0.070,8000,30,8,4,1,33
0.070,8000,50,7,3,1,48
0.070,8000,100,12,2,1,10
0.070,8000,200,18,2,1,16
0.070,8000,250,25,3,1,29
0.070,8050,30,6,4,1,53
0.070,8050,50,8,3,1,1
0.070,8050,100,13,3,1,8
0.070,8050,200,18,4,1,9
0.070,8050,250,34,5,1,15
0.080,300,30,5,5,0,25
0.080,300,50,4,7,0,56
0.080,300,100,16,6,1,1
0.080,300,200,38,7,1,13
0.080,300,250,40,2,1,835
0.080,1000,30,5,2,1,854
0.080,1000,50,6,2,1,1
0.080,1000,100,13,3,1,1
0.080,1000,200,21,2,1,1
0.080,1000,250,26,3,1,1
0.080,3000,30,7,3,1,1
0.080,3000,50,10,6,1,2
0.080,3000,100,9,2,1,3
0.080,3000,200,28,2,1,4
0.080,3000,250,18,4,1,2
0.080,6000,30,7,2,1,4
0.080,6000,50,10,4,1,7
0.080,6000,100,11,2,1,14
0.080,6000,200,21,2,1,17
0.080,6000,250,32,3,1,7
0.080,8000,30,8,4,1,10
0.080,8000,50,8,2,1,19
0.080,8000,100,12,2,1,35
0.080,8000,200,25,2,1,44
0.080,8000,250,25,2,1,10
0.080,8050,30,6,2,1,16
0.080,8050,50,14,3,1,29
0.080,8050,100,14,2,1,55
0.080,8050,200,26,2,1,52
0.080,8050,250,24,2,1,10
0.100,300,30,7,3,1,15
0.100,300,50,8,4,1,30
0.100,300,100,18,2,1,59
0.100,300,200,22,2,1,1
0.100,300,250,24,5,0,3
0.100,1000,30,7,2,1,982
0.100,1000,50,8,2,1,875
0.100,1000,100,14,2,1,1
0.100,1000,200,24,2,1,1
0.100,1000,250,26,2,1,1
0.100,3000,30,9,5,1,1
0.100,3000,50,7,3,1,1
0.100,3000,100,14,5,1,2
0.100,3000,200,28,2,1,3
0.100,3000,250,31,4,1,4
0.100,6000,30,7,3,1,2
0.100,6000,50,15,3,1,4
0.100,6000,100,13,2,1,7
0.100,6000,200,19,2,1,12
0.100,6000,250,30,2,1,18
0.100,8000,30,5,2,1,7
0.100,8000,50,8,3,1,9
0.100,8000,100,8,2,1,18
0.100,8000,200,25,3,1,36
0.100,8000,250,28,4,1,43
0.100,8050,30,8,2,1,10
0.100,8050,50,11,2,1,15
0.100,8050,100,14,3,1,28
0.100,8050,200,30,2,1,44
0.100,8050,250,34,2,1,1
0.007,300,30,2,4,0,9
0.007,300,50,4,4,0,9
0.007,300,100,7,3,0,14
0.007,300,200,8,4,0,29
0.007,300,250,9,4,0,56
0.007,1000,30,1,7,0,1
0.007,1000,50,2,5,0,11
0.007,1000,100,4,2,0,802
0.007,1000,200,2,2,0,854
0.007,1000,250,8,6,1,1
0.007,3000,30,6,16,1,1
0.007,3000,50,5,11,1,1
0.007,3000,100,8,20,1,1
0.007,3000,200,10,9,0,1
0.007,3000,250,9,10,0,2
0.007,6000,30,1,12,0,4
0.007,6000,50,5,14,1,4
0.007,6000,100,7,12,1,2
0.007,6000,200,7,6,1,4
0.007,6000,250,5,7,0,8
0.007,8000,30,4,7,1,13
0.007,8000,50,6,8,1,17
0.007,8000,100,7,2,1,6
0.007,8000,200,11,8,1,11
0.007,8000,250,12,4,1,21
0.007,8050,30,4,13,1,36
0.007,8050,50,4,7,1,45
0.007,8050,100,3,11,0,9
0.007,8050,200,7,10,1,14
0.007,8050,250,12,12,1,28
0.010,300,30,1,6,0,55
0.010,300,50,3,3,0,1
0.010,300,100,5,3,0,6
0.010,300,200,13,7,0,10
0.010,300,250,12,6,0,15
0.010,1000,30,3,4,0,29
0.010,1000,50,1,4,0,55
0.010,1000,100,3,3,0,1
0.010,1000,200,7,3,0,13
0.010,1000,250,10,4,0,829
0.010,3000,30,5,8,1,843
0.010,3000,50,2,16,0,1
0.010,3000,100,8,13,1,1
0.010,3000,200,17,6,1,1
0.010,3000,250,9,13,1,1
0.010,6000,30,7,11,1,1
0.010,6000,50,4,5,1,2
0.010,6000,100,6,4,1,3
0.010,6000,200,10,8,1,4
0.010,6000,250,14,10,1,2
0.010,8000,30,4,3,1,4
0.010,8000,50,1,14,0,7
0.010,8000,100,5,4,1,14
0.010,8000,200,10,6,1,17
0.010,8000,250,11,12,1,6
0.010,8050,30,4,7,1,10
0.010,8050,50,7,6,1,17
0.010,8050,100,5,2,1,39
0.010,8050,200,8,2,1,45
0.010,8050,250,9,7,1,10
0.030,300,30,6,5,1,14
0.030,300,50,6,4,1,28
0.030,300,100,8,6,0,56
0.030,300,200,12,7,0,1
0.030,300,250,17,5,1,10
0.030,1000,30,6,4,1,8
0.030,1000,50,2,5,0,22
0.030,1000,100,8,3,1,28
0.030,1000,200,8,2,1,57
0.030,1000,250,15,3,1,1
0.030,3000,30,7,2,1,10
0.030,3000,50,7,7,1,842
0.030,3000,100,10,2,1,857
0.030,3000,200,12,4,1,1
0.030,3000,250,24,3,1,1
0.030,6000,30,6,3,1,1
0.030,6000,50,6,4,1,1
0.030,6000,100,9,3,1,1
0.030,6000,200,9,5,0,2
0.030,6000,250,19,9,1,3
0.030,8000,30,5,5,1,5
0.030,8000,50,8,4,1,2
0.030,8000,100,7,2,1,3
0.030,8000,200,13,2,1,7
0.030,8000,250,17,2,1,13
0.030,8050,30,6,4,1,16
0.030,8050,50,7,3,1,6
0.030,8050,100,6,3,1,10
0.030,8050,200,9,2,1,19
0.030,8050,250,19,2,1,35
0.070,300,30,6,6,1,45
0.070,300,50,10,2,1,10
0.070,300,100,12,8,0,15
0.070,300,200,21,2,1,28
0.070,300,250,28,2,1,49
0.070,1000,30,7,2,1,1
0.070,1000,50,7,3,1,18
0.070,1000,100,12,3,1,10
0.070,1000,200,21,3,1,15
0.070,1000,250,26,3,1,30
0.070,3000,30,6,5,1,59
0.070,3000,50,7,4,1,1
0.070,3000,100,9,6,1,10
0.070,3000,200,28,3,1,875
0.070,3000,250,35,2,1,869
0.070,6000,30,5,2,1,1
0.070,6000,50,6,3,1,1
0.070,6000,100,10,2,1,1
0.070,6000,200,18,2,1,1
0.070,6000,250,21,4,1,1
0.070,8000,30,5,3,1,2
0.070,8000,50,6,2,1,3
0.070,8000,100,13,2,1,5
0.070,8000,200,24,2,1,2
0.070,8000,250,25,3,1,4
0.070,8050,30,6,2,1,7
0.070,8050,50,9,3,1,14
0.070,8050,100,9,3,1,17
0.070,8050,200,22,4,1,6
0.070,8050,250,22,2,1,10
0.080,300,30,6,5,1,18
0.080,300,50,11,2,1,36
0.080,300,100,11,3,1,48
0.080,300,200,25,6,1,9
0.080,300,250,22,9,0,15
0.080,1000,30,7,2,1,30
0.080,1000,50,8,2,1,56
0.080,1000,100,12,3,1,1
0.080,1000,200,17,2,1,10
0.080,1000,250,23,3,0,10
0.080,3000,30,7,4,1,15
0.080,3000,50,7,4,1,28
0.080,3000,100,11,2,1,57
0.080,3000,200,26,3,1,1
0.080,3000,250,35,3,1,10
0.080,6000,30,8,2,1,829
0.080,6000,50,6,2,1,889
0.080,6000,100,13,3,1,1
0.080,6000,200,34,3,1,1
0.080,6000,250,20,2,1,1
0.080,8000,30,6,2,1,1
0.080,8000,50,8,2,1,1
0.080,8000,100,13,2,1,2
0.080,8000,200,25,2,1,3
0.080,8000,250,32,2,1,4
0.080,8050,30,5,5,1,2
0.080,8050,50,6,2,1,4
0.080,8050,100,13,5,1,7
0.080,8050,200,25,4,1,13
0.080,8050,250,25,2,1,15
0.100,300,30,6,3,1,6
0.100,300,50,7,3,1,9
0.100,300,100,13,6,1,18
0.100,300,200,22,6,1,35
0.100,300,250,40,5,1,48
0.100,1000,30,6,2,1,10
0.100,1000,50,9,3,1,14
0.100,1000,100,18,2,1,25
0.100,1000,200,30,2,1,57
0.100,1000,250,28,2,1,1
0.100,3000,30,7,2,1,8
0.100,3000,50,11,7,1,10
0.100,3000,100,15,3,1,15
0.100,3000,200,26,4,1,25
0.100,3000,250,32,2,1,58
0.100,6000,30,11,2,1,1
0.100,6000,50,10,2,1,3
0.100,6000,100,13,2,1,797
0.100,6000,200,22,2,1,852
0.100,6000,250,20,3,1,1
0.100,8000,30,6,3,1,1
0.100,8000,50,9,2,1,1
0.100,8000,100,15,3,1,1
0.100,8000,200,34,3,1,1
0.100,8000,250,30,3,1,2
0.100,8050,30,7,2,1,4
0.100,8050,50,7,2,1,4
0.100,8050,100,18,3,1,2
0.100,8050,200,20,3,1,4
0.100,8050,250,29,2,1,7
0.007,300,30,2,2,0,13
0.007,300,50,6,5,1,16
0.007,300,100,7,4,0,6
0.007,300,200,9,3,0,8
0.007,300,250,8,4,0,18
0.007,1000,30,3,3,0,38
0.007,1000,50,3,6,0,46
0.007,1000,100,4,5,0,9
0.007,1000,200,5,4,0,13
0.007,1000,250,2,6,0,28
0.007,3000,30,1,19,0,55
0.007,3000,50,6,12,1,1
0.007,3000,100,8,11,0,10
0.007,3000,200,11,20,1,10
0.007,3000,250,13,15,0,12
0.007,6000,30,4,13,1,28
0.007,6000,50,6,3,1,56
0.007,6000,100,5,10,1,1
0.007,6000,200,9,18,0,17
0.007,6000,250,6,9,1,841
0.007,8000,30,4,7,1,884
0.007,8000,50,4,4,1,1
0.007,8000,100,3,10,0,1
0.007,8000,200,8,5,1,1
0.007,8000,250,10,6,1,1
0.007,8050,30,6,9,1,1
0.007,8050,50,5,8,1,2
0.007,8050,100,5,10,1,3
0.007,8050,200,4,5,0,4
0.007,8050,250,12,5,1,2
0.010,300,30,3,2,0,4
0.010,300,50,5,6,0,7
0.010,300,100,2,6,0,13
0.010,300,200,4,3,0,17
0.010,300,250,10,6,0,6
0.010,1000,30,4,3,1,10
0.010,1000,50,1,2,0,18
0.010,1000,100,2,5,0,36
0.010,1000,200,4,5,0,44
0.010,1000,250,3,2,0,10
0.010,3000,30,5,4,1,12
0.010,3000,50,3,11,0,34
0.010,3000,100,10,4,1,56
0.010,3000,200,8,15,0,1
0.010,3000,250,9,14,0,11
0.010,6000,30,6,3,1,8
0.010,6000,50,6,4,1,15
0.010,6000,100,10,5,1,29
0.010,6000,200,8,4,1,45
0.010,6000,250,10,8,1,1
0.010,8000,30,6,3,1,11
0.010,8000,50,5,7,1,801
0.010,8000,100,2,10,0,839
0.010,8000,200,7,7,1,1
0.010,8000,250,11,4,1,1
0.010,8050,30,4,5,1,1
0.010,8050,50,1,12,0,1
0.010,8050,100,5,5,0,1
0.010,8050,200,5,2,1,2
0.010,8050,250,7,7,0,3
0.030,300,30,3,4,0,4
0.030,300,50,8,3,1,2
0.030,300,100,11,6,0,4
0.030,300,200,7,7,0,7
0.030,300,250,20,4,1,13
0.030,1000,30,7,3,1,16
0.030,1000,50,5,3,1,6
0.030,1000,100,6,2,1,10
0.030,1000,200,11,2,1,19
0.030,1000,250,7,5,0,38
0.030,3000,30,1,9,0,46
0.030,3000,50,5,5,1,10
0.030,3000,100,11,2,1,15
0.030,3000,200,23,2,1,29
0.030,3000,250,19,8,1,56
0.030,6000,30,5,5,1,1
0.030,6000,50,5,2,1,10
0.030,6000,100,8,3,1,10
0.030,6000,200,9,5,1,15
0.030,6000,250,13,3,1,30
0.030,8000,30,4,2,1,56
0.030,8000,50,6,3,1,1
0.030,8000,100,7,3,1,9
0.030,8000,200,9,3,1,835
0.030,8000,250,8,2,1,880
0.030,8050,30,5,3,1,1
0.030,8050,50,7,2,1,1
0.030,8050,100,8,3,1,1
0.030,8050,200,8,2,1,1
0.030,8050,250,16,6,1,1
0.070,300,30,5,3,1,2
0.070,300,50,8,3,1,3
0.070,300,100,12,2,1,4
0.070,300,200,21,4,1,2
0.070,300,250,31,3,1,4
0.070,1000,30,7,2,1,7
0.070,1000,50,5,4,1,14
0.070,1000,100,10,2,1,16
0.070,1000,200,18,2,1,6
0.070,1000,250,21,3,1,10
0.070,3000,30,4,3,1,18
0.070,3000,50,9,4,1,38
0.070,3000,100,15,3,1,45
0.070,3000,200,21,3,1,9
0.070,3000,250,31,2,1,12
0.070,6000,30,7,2,1,22
0.070,6000,50,10,2,1,56
0.070,6000,100,13,2,1,1
0.070,6000,200,18,3,1,10
0.070,6000,250,17,4,1,10
0.070,8000,30,6,2,1,16
0.070,8000,50,9,2,1,29
0.070,8000,100,14,2,1,57
0.070,8000,200,20,3,1,1
0.070,8000,250,26,3,1,10
0.070,8050,30,6,2,1,799
0.070,8050,50,6,2,1,844
0.070,8050,100,11,3,1,1
0.070,8050,200,14,3,1,1
0.070,8050,250,24,2,1,1
0.080,300,30,11,2,1,1
0.080,300,50,12,3,1,1
0.080,300,100,6,5,0,2
0.080,300,200,24,5,1,3
0.080,300,250,33,2,1,4
0.080,1000,30,6,3,1,2
0.080,1000,50,9,3,1,4
0.080,1000,100,9,2,1,7
0.080,1000,200,28,2,1,13
0.080,1000,250,21,2,1,17
0.080,3000,30,7,2,1,6
0.080,3000,50,8,3,1,10
0.080,3000,100,11,4,1,20
0.080,3000,200,22,5,1,38
0.080,3000,250,26,3,1,44
0.080,6000,30,7,3,1,9
0.080,6000,50,9,4,1,14
0.080,6000,100,18,2,1,24
0.080,6000,200,24,5,1,56
0.080,6000,250,26,4,1,1
0.080,8000,30,4,2,1,10
0.080,8000,50,10,2,1,9
0.080,8000,100,10,3,1,15
0.080,8000,200,24,2,1,29
0.080,8000,250,23,3,1,57
0.080,8050,30,8,2,1,1
0.080,8050,50,7,3,1,10
0.080,8050,100,19,3,1,819
0.080,8050,200,19,2,1,912
0.080,8050,250,27,3,1,1
0.100,300,30,9,4,1,1
0.100,300,50,9,4,1,1
0.100,300,100,16,4,1,1
0.100,300,200,34,3,1,1
0.100,300,250,26,3,1,2
0.100,1000,30,7,2,1,3
0.100,1000,50,11,2,1,4
0.100,1000,100,13,3,1,2
0.100,1000,200,26,3,1,4
0.100,1000,250,34,2,1,7
0.100,3000,30,9,2,1,13
0.100,3000,50,8,3,1,17
0.100,3000,100,19,2,1,6
0.100,3000,200,30,4,1,9
0.100,3000,250,26,2,1,17
0.100,6000,30,5,2,1,35
0.100,6000,50,12,3,1,42
0.100,6000,100,17,2,1,8
0.100,6000,200,23,3,1,14
0.100,6000,250,27,2,1,27
0.100,8000,30,8,2,1,54
0.100,8000,50,9,2,1,1
0.100,8000,100,14,2,1,10
0.100,8000,200,28,2,1,10
0.100,8000,250,29,3,1,16
0.100,8050,30,7,2,1,26
0.100,8050,50,9,2,1,58
0.100,8050,100,12,3,1,1
0.100,8050,200,28,4,1,10
0.100,8050,250,30,2,1,855
0.007,300,30,7,7,1,891
0.007,300,50,5,3,0,1
0.007,300,100,3,4,0,1
0.007,300,200,11,9,0,1
0.007,300,250,9,4,0,1
0.007,1000,30,1,2,0,1
0.007,1000,50,1,6,0,2
0.007,1000,100,2,4,0,3
0.007,1000,200,4,2,0,5
0.007,1000,250,4,4,0,2
0.007,3000,30,4,16,1,4
0.007,3000,50,6,7,1,7
0.007,3000,100,9,7,1,12
0.007,3000,200,8,15,0,18
0.007,3000,250,12,17,0,7
0.007,6000,30,2,11,0,10
0.007,6000,50,4,6,0,18
0.007,6000,100,3,13,0,32
0.007,6000,200,4,7,0,48
0.007,6000,250,11,10,1,10
0.007,8000,30,5,4,1,15
0.007,8000,50,1,4,0,29
0.007,8000,100,4,8,1,56
0.007,8000,200,4,10,0,1
0.007,8000,250,11,7,1,9
0.007,8050,30,5,12,1,9
0.007,8050,50,6,7,1,15
0.007,8050,100,3,8,0,29
0.007,8050,200,10,5,1,57
0.007,8050,250,6,6,0,1
0.010,300,30,5,3,1,8
0.010,300,50,3,3,0,881
0.010,300,100,4,4,0,875
0.010,300,200,13,6,0,1
0.010,300,250,6,10,0,1
0.010,1000,30,4,2,1,1
0.010,1000,50,1,4,0,1
0.010,1000,100,3,5,0,1
0.010,1000,200,10,6,1,2
0.010,1000,250,5,4,0,3
0.010,3000,30,5,2,1,5
0.010,3000,50,6,6,1,2
0.010,3000,100,9,7,1,4
0.010,3000,200,11,19,1,7
0.010,3000,250,11,9,1,14
0.010,6000,30,6,6,1,19
0.010,6000,50,3,9,0,6
0.010,6000,100,6,4,1,10
0.010,6000,200,7,8,1,19
0.010,6000,250,13,5,1,36
0.010,8000,30,4,6,1,44
0.010,8000,50,6,5,1,9
0.010,8000,100,5,7,1,15
0.010,8000,200,3,12,0,29
0.010,8000,250,16,6,1,56
0.010,8050,30,6,2,1,1
0.010,8050,50,7,6,1,11
0.010,8050,100,6,3,1,11
0.010,8050,200,10,8,1,16
0.010,8050,250,13,4,1,30
0.030,300,30,3,11,0,46
0.030,300,50,6,6,1,1
0.030,300,100,10,8,0,10
0.030,300,200,15,6,0,796
0.030,300,250,12,4,0,914
0.030,1000,30,5,2,1,1
0.030,1000,50,6,2,1,1
0.030,1000,100,10,2,1,1
0.030,1000,200,14,2,1,1
0.030,1000,250,8,2,1,1
0.030,3000,30,5,6,1,2
0.030,3000,50,8,4,1,3
0.030,3000,100,8,6,0,4
0.030,3000,200,16,10,1,2
0.030,3000,250,18,11,1,3
0.030,6000,30,5,2,1,7
0.030,6000,50,5,3,1,13
0.030,6000,100,8,4,1,17
0.030,6000,200,16,6,1,7
0.030,6000,250,24,3,1,10
0.030,8000,30,4,2,1,20
0.030,8000,50,6,2,1,35
0.030,8000,100,6,4,1,44
0.030,8000,200,11,4,1,9
0.030,8000,250,16,6,1,15
0.030,8050,30,7,6,1,27
0.030,8050,50,5,2,1,55
0.030,8050,100,9,3,1,1
0.030,8050,200,14,4,1,12
0.030,8050,250,11,4,1,10
0.070,300,30,6,3,1,14
0.070,300,50,7,5,1,28
0.070,300,100,15,2,1,58
0.070,300,200,24,5,1,1
0.070,300,250,35,4,1,14
0.070,1000,30,7,4,1,938
0.070,1000,50,10,4,1,894
0.070,1000,100,14,2,1,1
0.070,1000,200,18,2,1,1
0.070,1000,250,31,3,1,1
0.070,3000,30,6,6,1,1
0.070,3000,50,6,2,1,1
0.070,3000,100,11,3,1,2
0.070,3000,200,20,6,1,3
0.070,3000,250,20,5,1,4
0.070,6000,30,6,2,1,2
0.070,6000,50,9,4,1,4
0.070,6000,100,13,2,1,7
0.070,6000,200,17,2,1,13
0.070,6000,250,23,4,1,17
0.070,8000,30,7,3,1,6
0.070,8000,50,9,2,1,10
0.070,8000,100,10,2,1,18
0.070,8000,200,27,3,1,35
0.070,8000,250,27,5,1,48
0.070,8050,30,7,4,1,10
0.070,8050,50,6,3,1,12
0.070,8050,100,11,2,1,24
0.070,8050,200,22,3,1,56
0.070,8050,250,23,3,1,1
0.080,300,30,7,3,1,9
0.080,300,50,8,5,1,11
0.080,300,100,14,3,1,15
0.080,300,200,25,4,1,29
0.080,300,250,27,3,1,57
0.080,1000,30,7,2,1,1
0.080,1000,50,7,2,1,10
0.080,1000,100,11,2,1,805
0.080,1000,200,22,2,1,894
0.080,1000,250,23,3,1,1
0.080,3000,30,9,4,1,1
0.080,3000,50,8,3,1,1
0.080,3000,100,16,5,1,1
0.080,3000,200,27,2,1,1
0.080,3000,250,28,2,1,2
0.080,6000,30,4,4,1,4
0.080,6000,50,7,2,1,4
0.080,6000,100,11,2,1,2
0.080,6000,200,27,2,1,4
0.080,6000,250,24,3,1,7
0.080,8000,30,5,3,1,13
0.080,8000,50,9,2,1,17
0.080,8000,100,10,2,1,6
0.080,8000,200,27,3,1,10
0.080,8000,250,18,4,1,19
0.080,8050,30,7,2,1,27
0.080,8050,50,8,3,1,48
0.080,8050,100,17,2,1,10
0.080,8050,200,24,2,1,14
0.080,8050,250,23,3,1,29
0.100,300,30,8,3,1,56
0.100,300,50,9,3,1,1
0.100,300,100,18,3,1,11
0.100,300,200,20,2,1,9
0.100,300,250,32,4,1,14
0.100,1000,30,4,4,0,29
0.100,1000,50,8,2,1,1
0.100,1000,100,12,2,1,1
0.100,1000,200,23,2,1,1
0.100,1000,250,31,2,1,11
0.100,3000,30,11,5,1,811
0.100,3000,50,13,2,1,866
0.100,3000,100,16,2,1,1
0.100,3000,200,25,3,1,1
0.100,3000,250,39,2,1,1
0.100,6000,30,10,2,1,1
0.100,6000,50,10,2,1,1
0.100,6000,100,20,4,1,2
0.100,6000,200,28,3,1,3
0.100,6000,250,33,4,1,4
0.100,8000,30,6,4,1,2
0.100,8000,50,9,4,1,4
0.100,8000,100,14,2,1,7
0.100,8000,200,23,2,1,13
0.100,8000,250,20,3,1,17
0.100,8050,30,6,3,1,6
0.100,8050,50,11,4,1,10
0.100,8050,100,14,3,1,18
0.100,8050,200,25,3,1,35
0.100,8050,250,21,2,1,48
0.007,300,30,1,5,0,8
0.007,300,50,1,4,0,15
0.007,300,100,5,4,0,29
0.007,300,200,7,4,0,56
0.007,300,250,11,2,0,1
0.007,1000,30,2,4,0,11
0.007,1000,50,3,4,0,9
0.007,1000,100,4,4,1,15
0.007,1000,200,8,4,0,29
0.007,1000,250,6,6,0,56
0.007,3000,30,4,6,1,1
0.007,3000,50,3,3,0,11
0.007,3000,100,5,9,0,875
0.007,3000,200,8,17,0,897
0.007,3000,250,23,4,1,1
0.007,6000,30,4,9,1,1
0.007,6000,50,5,5,1,1
0.007,6000,100,7,8,1,1
0.007,6000,200,4,19,0,1
0.007,6000,250,12,4,1,2
0.007,8000,30,8,8,1,4
0.007,8000,50,5,8,1,4
0.007,8000,100,5,6,1,2
0.007,8000,200,11,2,1,4
0.007,8000,250,8,10,1,7
0.007,8050,30,4,4,1,13
0.007,8050,50,4,3,1,17
0.007,8050,100,4,9,1,6
0.007,8050,200,7,5,1,10
0.007,8050,250,5,8,1,18
0.010,300,30,2,6,0,37
0.010,300,50,5,10,0,49
0.010,300,100,8,6,0,10
0.010,300,200,16,6,0,14
0.010,300,250,12,4,0,26
0.010,1000,30,2,3,0,56
0.010,1000,50,5,4,1,1
0.010,1000,100,5,4,0,10
0.010,1000,200,6,3,0,10
0.010,1000,250,6,6,0,16
0.010,3000,30,2,10,0,30
0.010,3000,50,7,10,1,58
0.010,3000,100,8,13,1,1
0.010,3000,200,9,8,0,11
0.010,3000,250,20,4,1,810
0.010,6000,30,4,10,1,835
0.010,6000,50,4,4,1,1
0.010,6000,100,2,3,0,1
0.010,6000,200,13,4,1,1
0.010,6000,250,9,6,1,1
0.010,8000,30,5,4,1,1
0.010,8000,50,5,8,1,2
0.010,8000,100,8,4,1,4
0.010,8000,200,7,4,1,5
0.010,8000,250,7,5,0,2
0.010,8050,30,4,4,1,4
0.010,8050,50,1,7,0,7
0.010,8050,100,3,11,0,12
0.010,8050,200,11,5,1,17
0.010,8050,250,8,6,1,6
0.030,300,30,3,4,0,9
0.030,300,50,3,7,0,20
0.030,300,100,9,10,0,35
0.030,300,200,16,7,0,44
0.030,300,250,15,5,0,10
0.030,1000,30,4,2,1,13
0.030,1000,50,4,4,0,28
0.030,1000,100,6,5,1,56
0.030,1000,200,14,2,1,1
0.030,1000,250,12,3,1,9
0.030,3000,30,2,8,0,10
0.030,3000,50,7,10,1,16
0.030,3000,100,11,8,1,31
0.030,3000,200,22,6,1,1
