MiningPower,NON,Height,Onchain,Orphan,BuildTime
0.100,8050,200,12,6,9
0.007,300,30,0,0,20
0.007,300,50,0,1,23
0.007,300,100,0,2,9
0.007,300,200,1,3,14
0.007,300,250,0,2,27
0.007,1000,30,1,0,56
0.007,1000,50,3,1,1
0.007,1000,100,1,0,5
0.007,1000,200,4,0,14
0.007,1000,250,2,0,23
0.007,3000,30,1,0,41
0.007,3000,50,0,0,14
0.007,3000,100,0,1,20
0.007,3000,200,0,2,38
0.007,3000,250,0,0,1
0.007,6000,30,0,0,24
0.007,6000,50,0,0,872
0.007,6000,100,0,0,970
0.007,6000,200,2,0,1
0.007,6000,250,0,2,2
0.007,8000,30,0,0,2
0.007,8000,50,0,1,1
0.007,8000,100,0,1,1
0.007,8000,200,0,0,2
0.007,8050,30,0,0,5
0.007,8050,50,0,0,6
0.007,8050,100,2,0,3
0.007,8050,200,0,0,5
0.010,300,30,0,0,10
0.010,300,50,0,0,18
0.010,300,100,0,0,22
0.010,300,200,0,4,9
0.010,300,250,0,4,14
0.010,1000,30,0,0,27
0.010,1000,50,1,0,51
0.010,1000,100,2,0,1
0.010,1000,200,2,0,1
0.010,1000,250,6,0,12
0.010,3000,30,0,0,22
0.010,3000,50,0,0,45
0.010,3000,100,0,1,12
0.010,3000,200,0,0,20
0.010,3000,250,4,2,38
0.010,6000,30,0,0,1
0.010,6000,50,0,0,19
0.010,6000,100,0,1,926
0.010,6000,200,0,0,988
0.010,6000,250,0,1,1
0.010,8000,30,1,0,1
0.010,8000,50,0,0,2
0.010,8000,100,0,1,1
0.010,8000,200,0,3,1
0.010,8050,30,0,0,3
0.010,8050,50,0,1,5
0.010,8050,100,0,0,6
0.010,8050,200,0,1,3
0.030,300,30,0,0,5
0.030,300,50,1,0,11
0.030,300,100,0,2,19
0.030,300,200,1,1,26
0.030,300,250,2,5,8
0.030,1000,30,0,0,14
0.030,1000,50,0,2,28
0.030,1000,100,8,2,55
0.030,1000,200,8,2,1
0.030,1000,250,8,5,6
0.030,3000,30,0,0,15
0.030,3000,50,0,1,22
0.030,3000,100,2,0,48
0.030,3000,200,3,1,1
0.030,3000,250,3,5,31
0.030,6000,30,1,0,15
0.030,6000,50,0,2,21
0.030,6000,100,2,2,38
0.030,6000,200,2,4,1
0.030,6000,250,3,3,17
0.030,8000,30,0,0,907
0.030,8000,50,0,0,1
0.030,8000,100,0,0,1
0.030,8050,30,0,1,1
0.030,8050,50,0,1,2
0.030,8050,100,4,1,1
0.030,8050,200,2,0,2
0.070,300,30,0,1,3
0.070,300,50,2,1,5
0.070,300,100,0,7,6
0.070,300,200,5,12,3
0.070,300,250,5,14,6
0.070,1000,30,2,0,10
0.070,1000,50,6,2,19
0.070,1000,100,12,3,22
0.070,1000,200,14,2,10
0.070,1000,250,19,2,15
0.070,3000,30,0,3,28
0.070,3000,50,4,2,59
0.070,3000,100,1,0,1
0.070,3000,200,8,5,21
0.070,3000,250,15,10,16
0.070,6000,30,1,1,24
0.070,6000,50,2,1,44
0.070,6000,100,0,7,1
0.070,6000,200,9,7,25
0.070,6000,250,12,6,14
0.070,8000,30,3,3,21
0.070,8000,50,0,2,45
0.070,8000,100,0,9,1
0.070,8000,200,9,4,24
0.070,8050,30,3,1,999
0.070,8050,50,3,0,1
0.070,8050,100,3,3,1
0.080,300,30,0,2,2
0.080,300,50,0,3,2
0.080,300,100,0,6,1
0.080,300,200,4,11,2
0.080,300,250,9,11,3
0.080,1000,30,3,0,5
0.080,1000,50,3,2,7
0.080,1000,100,8,1,4
0.080,1000,200,2,11,6
0.080,1000,250,17,8,12
0.080,3000,30,0,2,17
0.080,3000,50,1,3,25
0.080,3000,100,1,5,11
0.080,3000,200,7,8,16
0.080,3000,250,9,15,27
0.080,6000,30,2,1,51
0.080,6000,50,2,4,1
0.080,6000,100,5,2,8
0.080,6000,200,4,9,17
0.080,6000,250,11,4,24
0.080,8000,30,0,1,42
0.080,8000,50,1,3,1
0.080,8000,100,3,3,25
0.080,8050,30,4,3,13
0.080,8050,50,1,1,19
0.080,8050,100,7,1,35
0.080,8050,200,11,7,1
0.100,300,30,2,1,22
0.100,300,50,1,3,956
0.100,300,100,1,8,1
0.100,300,200,7,12,1
0.100,300,250,5,13,2
0.100,1000,30,1,1,2
0.100,1000,50,4,1,1
0.100,1000,100,4,4,2
0.100,1000,200,18,8,3
0.100,1000,250,28,5,5
0.100,3000,30,3,3,7
0.100,3000,50,6,5,4
0.100,3000,100,6,7,6
0.100,3000,200,6,11,11
0.100,3000,250,10,13,22
0.100,6000,30,0,2,24
0.100,6000,50,2,2,10
0.100,6000,100,5,5,16
0.100,6000,200,8,15,30
0.100,6000,250,16,10,1
0.100,8000,30,0,2,1
0.100,8000,50,0,2,17
0.100,8000,100,3,6,14
0.100,8000,200,4,8,23
0.100,8050,30,3,1,50
0.100,8050,50,2,2,1
0.100,8050,100,8,3,33
0.100,8050,200,17,2,14
0.007,300,30,0,0,21
0.007,300,50,0,0,41
0.007,300,100,0,0,1
0.007,300,200,0,5,20
0.007,300,250,0,0,889
0.007,1000,30,1,0,979
0.007,1000,50,0,0,1
0.007,1000,100,1,1,2
0.007,1000,200,0,0,2
0.007,1000,250,2,0,1
0.007,3000,30,0,0,1
0.007,3000,50,0,0,3
0.007,3000,100,0,1,5
0.007,3000,200,1,0,6
0.007,3000,250,2,1,4
0.007,6000,30,0,0,5
0.007,6000,50,0,1,10
0.007,6000,100,0,0,21
0.007,6000,200,0,0,24
0.007,6000,250,0,1,9
0.007,8000,30,0,2,15
0.007,8000,50,0,0,27
0.007,8000,100,1,0,59
0.007,8000,200,1,0,1
0.007,8050,30,1,0,4
0.007,8050,50,1,0,15
0.007,8050,100,0,0,21
0.007,8050,200,1,0,39
0.010,300,30,0,0,14
0.010,300,50,0,2,21
0.010,300,100,0,0,40
0.010,300,200,2,0,1
0.010,300,250,0,3,20
0.010,1000,30,0,0,883
0.010,1000,50,0,0,975
0.010,1000,100,3,0,1
0.010,1000,200,6,2,2
0.010,1000,250,3,0,2
0.010,3000,30,1,0,1
0.010,3000,50,0,0,1
0.010,3000,100,0,3,3
0.010,3000,200,1,2,5
0.010,3000,250,1,1,6
0.010,6000,30,1,0,4
0.010,6000,50,1,1,7
0.010,6000,100,0,2,10
0.010,6000,200,0,0,22
0.010,8000,30,0,0,23
0.010,8000,50,0,1,10
0.010,8000,100,0,1,15
0.010,8050,30,0,1,29
0.010,8050,50,0,0,1
0.010,8050,100,0,1,13
0.010,8050,200,0,1,22
0.030,300,30,0,1,41
0.030,300,50,0,0,1
0.030,300,100,1,3,32
0.030,300,200,0,10,14
0.030,300,250,1,5,20
0.030,1000,30,0,1,40
0.030,1000,50,1,0,1
0.030,1000,100,2,4,19
0.030,1000,200,10,0,938
0.030,1000,250,6,5,1
0.030,3000,30,0,0,1
0.030,3000,50,0,0,2
0.030,3000,100,2,2,2
0.030,3000,200,5,6,1
0.030,3000,250,4,1,2
0.030,6000,30,0,0,3
0.030,6000,50,1,2,5
0.030,6000,100,2,3,7
0.030,6000,200,2,2,3
0.030,8000,30,0,0,5
0.030,8000,50,2,2,11
0.030,8000,100,0,2,20
0.030,8000,200,1,6,29
0.030,8050,30,0,0,11
0.030,8050,50,0,1,17
0.030,8050,100,2,1,28
0.030,8050,200,3,2,1
0.070,300,30,0,2,11
0.070,300,50,1,2,17
0.070,300,100,1,5,20
0.070,300,200,8,10,57
0.070,300,250,9,12,16
0.070,1000,30,1,2,18
0.070,1000,50,1,2,51
0.070,1000,100,8,1,1
0.070,1000,200,14,4,33
0.070,1000,250,16,5,992
0.070,3000,30,0,0,1
0.070,3000,50,3,3,1
0.070,3000,100,6,2,2
0.070,3000,200,11,8,2
0.070,3000,250,3,8,1
0.070,6000,30,0,0,2
0.070,6000,50,1,1,3
0.070,6000,100,0,6,5
0.070,6000,200,7,5,7
0.070,6000,250,10,8,4
0.070,8000,30,0,2,6
0.070,8000,50,0,6,12
0.070,8000,100,0,7,28
0.070,8050,30,1,0,31
0.070,8050,50,3,1,10
0.070,8050,100,0,5,17
0.070,8050,200,16,1,29
0.080,300,30,0,2,1
0.080,300,50,1,3,1
0.080,300,100,2,10,1
0.080,300,200,2,8,12
0.080,300,250,1,23,16
0.080,1000,30,0,1,26
0.080,1000,50,6,0,40
0.080,1000,100,6,5,1
0.080,1000,200,11,3,33
0.080,1000,250,17,5,14
0.080,3000,30,0,1,23
0.080,3000,50,4,0,43
0.080,3000,100,3,2,1
0.080,3000,200,8,11,26
0.080,3000,250,8,10,1
0.080,6000,30,0,1,1
0.080,6000,50,6,1,1
0.080,6000,100,7,4,2
0.080,6000,200,12,4,3
0.080,6000,250,7,12,1
0.080,8000,30,0,4,2
0.080,8000,50,2,2,4
0.080,8000,100,6,11,6
0.080,8000,200,3,14,7
0.080,8050,30,2,1,4
0.080,8050,50,0,4,6
0.080,8050,100,3,3,11
0.080,8050,200,7,2,25
0.100,300,30,4,5,25
0.100,300,50,0,1,11
0.100,300,100,7,4,16
0.100,300,200,9,22,29
0.100,300,250,16,18,56
0.100,1000,30,1,3,1
0.100,1000,50,9,1,23
0.100,1000,100,10,1,16
0.100,1000,200,14,7,23
0.100,1000,250,16,4,41
0.100,3000,30,1,2,1
0.100,3000,50,1,3,35
0.100,3000,100,9,5,14
0.100,3000,200,14,10,24
0.100,3000,250,16,14,51
0.100,6000,30,1,1,1
0.100,6000,50,3,3,36
0.100,6000,100,9,7,993
0.100,6000,200,17,10,1
0.100,6000,250,9,8,1
0.100,8000,30,0,2,2
0.100,8000,50,0,3,2
0.100,8000,100,4,9,1
0.100,8050,30,2,1,2
0.100,8050,50,3,5,3
0.100,8050,100,4,3,6
0.100,8050,200,11,10,6
0.007,300,30,0,0,4
0.007,300,50,0,1,6
0.007,300,100,0,0,11
0.007,300,200,0,1,20
0.007,300,250,1,5,30
0.007,1000,30,0,0,14
0.007,1000,50,0,1,23
0.007,1000,100,1,0,31
0.007,1000,200,3,1,1
0.007,1000,250,3,0,2
0.007,3000,30,0,0,17
0.007,3000,50,0,0,20
0.007,3000,100,0,0,48
0.007,3000,200,1,0,1
0.007,3000,250,3,2,27
0.007,6000,30,0,0,20
0.007,6000,50,0,0,34
0.007,6000,100,0,0,55
0.007,6000,200,0,0,1
0.007,6000,250,0,1,43
0.007,8000,30,0,0,974
0.007,8000,50,0,0,1
0.007,8000,100,0,0,1
0.007,8050,30,0,0,2
0.007,8050,50,1,0,3
0.007,8050,100,3,1,2
0.007,8050,200,1,1,2
0.010,300,30,0,0,4
0.010,300,50,0,0,7
0.010,300,100,0,3,8
0.010,300,200,0,1,5
0.010,300,250,0,1,7
0.010,1000,30,0,0,12
0.010,1000,50,0,1,27
0.010,1000,100,1,0,33
0.010,1000,200,6,2,12
0.010,1000,250,2,2,21
0.010,3000,30,0,0,41
0.010,3000,50,0,0,1
0.010,3000,100,0,0,11
0.010,3000,200,1,3,1
0.010,3000,250,0,3,30
0.010,6000,30,0,0,16
0.010,6000,50,0,1,24
0.010,6000,100,0,2,1
0.010,6000,200,0,0,14
0.010,6000,250,4,0,24
0.010,8000,30,0,0,46
0.010,8000,50,0,0,996
0.010,8000,100,0,3,1
0.010,8000,200,0,0,1
0.010,8050,30,0,0,1
0.010,8050,50,0,0,2
0.010,8050,100,0,0,1
0.010,8050,200,2,0,2
0.030,300,30,0,0,3
0.030,300,50,0,1,5
0.030,300,100,1,3,7
0.030,300,200,1,4,4
0.030,300,250,0,3,6
0.030,1000,30,1,1,11
0.030,1000,50,2,1,21
0.030,1000,100,4,0,22
0.030,1000,200,4,3,10
0.030,1000,250,5,4,17
0.030,3000,30,1,0,34
0.030,3000,50,1,0,55
0.030,3000,100,1,3,1
0.030,3000,200,4,7,13
0.030,3000,250,7,1,16
0.030,6000,30,1,1,20
0.030,6000,50,0,3,46
0.030,6000,100,2,1,1
0.030,6000,200,0,2,31
0.030,8000,30,1,1,14
0.030,8000,50,0,0,27
0.030,8000,100,1,2,41
0.030,8050,30,0,0,905
0.030,8050,50,0,0,1
0.030,8050,100,3,2,1
0.030,8050,200,7,1,2
0.070,300,30,3,0,2
0.070,300,50,0,2,1
0.070,300,100,0,4,2
0.070,300,200,13,8,3
0.070,300,250,6,12,5
0.070,1000,30,3,0,6
0.070,1000,50,4,3,3
0.070,1000,100,4,3,5
0.070,1000,200,7,9,10
0.070,1000,250,16,7,21
0.070,3000,30,0,1,28
0.070,3000,50,2,2,10
0.070,3000,100,3,6,16
0.070,3000,200,4,5,31
0.070,3000,250,4,8,58
0.070,6000,30,2,4,1
0.070,6000,50,0,5,5
0.070,6000,100,0,7,15
0.070,6000,200,9,12,24
0.070,6000,250,4,6,42
0.070,8000,30,0,2,1
0.070,8000,50,1,1,28
0.070,8000,100,0,4,15
0.070,8000,200,5,10,24
0.070,8050,30,3,0,42
0.070,8050,50,4,3,1
0.070,8050,100,1,6,1
0.070,8050,200,5,3,1
0.080,300,30,1,1,2
0.080,300,50,1,1,2
0.080,300,100,7,8,1
0.080,300,200,6,10,1
0.080,300,250,5,17,3
0.080,1000,30,1,3,6
0.080,1000,50,1,1,7
0.080,1000,100,6,5,4
0.080,1000,200,4,6,6
0.080,1000,250,25,5,10
0.080,3000,30,2,0,21
0.080,3000,50,0,3,25
0.080,3000,100,6,5,10
0.080,3000,200,7,7,14
0.080,3000,250,14,12,29
0.080,6000,30,0,1,1
0.080,6000,50,0,1,9
0.080,6000,100,5,3,1
0.080,6000,200,4,11,11
0.080,6000,250,10,11,15
0.080,8000,30,0,1,24
0.080,8000,50,0,4,40
0.080,8000,100,2,8,1
0.080,8000,200,2,10,30
0.080,8050,30,2,2,14
0.080,8050,50,1,1,20
0.080,8050,100,1,3,42
0.080,8050,200,16,6,1
0.100,300,30,2,2,6
0.100,300,50,1,5,912
0.100,300,100,3,2,1
0.100,300,200,7,10,1
0.100,300,250,7,14,1
0.100,1000,30,3,0,2
0.100,1000,50,2,0,1
0.100,1000,100,7,1,1
0.100,1000,200,23,4,3
0.100,1000,250,15,11,5
0.100,3000,30,2,1,6
0.100,3000,50,5,3,4
0.100,3000,100,9,4,5
0.100,3000,200,16,12,11
0.100,3000,250,6,12,18
0.100,6000,30,1,2,27
0.100,6000,50,3,1,9
0.100,6000,100,5,3,15
0.100,6000,200,10,10,27
0.100,8000,30,2,0,54
0.100,8000,50,4,3,16
0.100,8000,100,3,6,20
0.100,8050,30,2,0,40
0.100,8050,50,3,1,12
0.100,8050,100,7,2,21
0.100,8050,200,13,3,42
0.007,300,30,0,0,1
0.007,300,50,0,0,11
0.007,300,100,1,0,1
0.007,300,200,0,3,959
0.007,300,250,0,2,1
0.007,1000,30,0,0,1
0.007,1000,50,1,0,2
0.007,1000,100,0,1,1
0.007,1000,200,0,1,2
0.007,1000,250,4,2,3
0.007,3000,30,0,0,5
0.007,3000,50,1,1,6
0.007,3000,100,0,0,3
0.007,3000,200,0,1,5
0.007,3000,250,1,0,10
0.007,6000,30,2,0,20
0.007,6000,50,0,1,24
0.007,6000,100,0,0,9
0.007,6000,200,0,1,14
0.007,8000,30,0,0,31
0.007,8000,50,0,1,54
0.007,8000,100,0,0,15
0.007,8000,200,0,1,19
0.007,8050,30,0,0,43
0.007,8050,50,0,1,1
0.007,8050,100,0,0,23
0.007,8050,200,1,0,13
0.010,300,30,0,1,19
0.010,300,50,0,0,42
0.010,300,100,1,0,1
0.010,300,200,0,0,16
0.010,300,250,0,1,920
0.010,1000,30,2,0,1
0.010,1000,50,0,0,1
0.010,1000,100,0,1,2
0.010,1000,200,4,0,2
0.010,1000,250,6,1,1
0.010,3000,30,2,0,1
0.010,3000,50,0,0,3
0.010,3000,100,0,0,5
0.010,3000,200,1,0,7
0.010,3000,250,5,1,3
0.010,6000,30,0,0,6
0.010,6000,50,0,0,10
0.010,6000,100,0,5,20
0.010,6000,200,3,1,26
0.010,6000,250,3,1,10
0.010,8000,30,0,1,14
0.010,8000,50,0,1,25
0.010,8000,100,0,0,59
0.010,8000,200,0,3,14
0.010,8050,30,0,0,23
0.010,8050,50,0,0,43
0.010,8050,100,1,1,1
0.010,8050,200,2,0,21
0.030,300,30,0,2,13
0.030,300,50,0,0,21
0.030,300,100,1,5,43
0.030,300,200,1,10,1
0.030,300,250,3,6,19
0.030,1000,30,0,1,854
0.030,1000,50,2,0,1
0.030,1000,100,4,2,1
0.030,1000,200,5,2,1
0.030,1000,250,7,6,2
0.030,3000,30,2,0,1
0.030,3000,50,0,2,1
0.030,3000,100,3,1,2
0.030,3000,200,3,4,5
0.030,3000,250,4,4,7
0.030,6000,30,0,0,3
0.030,6000,50,0,1,5
0.030,6000,100,1,1,9
0.030,6000,200,3,6,18
0.030,8000,30,0,1,25
0.030,8000,50,0,2,9
0.030,8000,100,1,1,15
0.030,8000,200,0,2,30
0.030,8050,30,0,0,54
0.030,8050,50,2,1,11
0.030,8050,100,0,3,20
0.070,300,30,2,1,41
0.070,300,50,0,1,58
0.070,300,100,5,7,13
0.070,300,200,3,7,22
0.070,300,250,2,9,42
0.070,1000,30,2,0,1
0.070,1000,50,2,2,11
0.070,1000,100,2,4,884
0.070,1000,200,9,6,1
0.070,1000,250,15,6,1
0.070,3000,30,1,1,1
0.070,3000,50,4,3,2
0.070,3000,100,4,4,1
0.070,3000,200,5,8,1
0.070,3000,250,9,15,3
0.070,6000,30,1,0,5
0.070,6000,50,3,2,7
0.070,6000,100,3,3,3
0.070,6000,200,13,12,5
0.070,6000,250,10,17,10
0.070,8000,30,0,0,21
0.070,8000,50,4,3,25
0.070,8000,100,0,6,10
0.070,8050,30,0,1,15
0.070,8050,50,1,0,29
0.070,8050,100,8,4,53
0.070,8050,200,3,2,1
0.080,300,30,4,1,5
0.080,300,50,4,2,13
0.080,300,100,0,9,21
0.080,300,200,5,16,49
0.080,300,250,2,18,1
0.080,1000,30,1,0,21
0.080,1000,50,0,1,14
0.080,1000,100,6,6,19
0.080,1000,200,13,7,40
0.080,1000,250,16,5,901
0.080,3000,30,3,1,937
0.080,3000,50,2,2,1
0.080,3000,100,2,6,2
0.080,3000,200,16,7,2
0.080,3000,250,11,11,1
0.080,6000,30,1,1,1
0.080,6000,50,1,1,3
0.080,6000,100,5,7,5
0.080,6000,200,5,8,6
0.080,6000,250,9,10,3
0.080,8000,30,4,1,5
0.080,8000,50,3,5,10
0.080,8000,100,0,5,20
0.080,8050,30,1,1,24
0.080,8050,50,3,2,8
0.080,8050,100,6,2,15
0.080,8050,200,8,3,27
0.100,300,30,3,5,56
0.100,300,50,2,4,1
0.100,300,100,4,6,8
0.100,300,200,10,19,15
0.100,300,250,13,14,20
0.100,1000,30,3,0,38
0.100,1000,50,7,1,1
0.100,1000,100,11,2,27
0.100,1000,200,14,3,12
0.100,1000,250,18,9,20
0.100,3000,30,4,1,47
0.100,3000,50,4,2,1
0.100,3000,100,3,5,17
0.100,3000,200,2,10,872
0.100,3000,250,11,12,1
0.100,6000,30,0,2,1
0.100,6000,50,1,1,2
0.100,6000,100,6,4,2
0.100,6000,200,13,6,1
0.100,6000,250,13,10,1
0.100,8000,30,1,0,3
0.100,8000,50,4,5,5
0.100,8000,100,2,7,6
0.100,8050,30,5,1,3
0.100,8050,50,6,0,5
0.100,8050,100,11,1,9
0.007,300,30,1,0,20
0.007,300,50,0,0,24
0.007,300,100,0,0,9
0.007,300,200,0,1,15
0.007,300,250,0,1,28
0.007,1000,30,0,0,50
0.007,1000,50,1,0,1
0.007,1000,100,1,0,4
0.007,1000,200,0,0,12
0.007,1000,250,2,0,22
0.007,3000,30,0,0,42
0.007,3000,50,0,1,1
0.007,3000,100,0,0,22
0.007,3000,200,0,1,13
0.007,3000,250,0,1,22
0.007,6000,30,0,0,38
0.007,6000,50,0,0,1
0.007,6000,100,0,3,18
0.007,6000,200,1,0,988
0.007,6000,250,0,0,965
0.007,8000,30,0,0,1
0.007,8000,50,0,0,2
0.007,8000,100,0,0,2
0.007,8050,30,0,0,1
0.007,8050,50,0,0,1
0.007,8050,100,0,0,3
0.007,8050,200,1,1,5
0.010,300,30,0,2,6
0.010,300,50,0,0,4
0.010,300,100,0,0,5
0.010,300,200,0,0,10
0.010,300,250,0,2,22
0.010,1000,30,0,0,24
0.010,1000,50,0,0,9
0.010,1000,100,1,1,14
0.010,1000,200,1,0,26
0.010,1000,250,3,2,57
0.010,3000,30,1,1,1
0.010,3000,50,2,0,7
0.010,3000,100,0,0,14
0.010,3000,200,1,3,25
0.010,3000,250,2,0,44
0.010,6000,30,0,0,1
0.010,6000,50,1,0,5
0.010,6000,100,0,0,13
0.010,6000,200,2,1,16
0.010,6000,250,4,3,39
0.010,8000,30,0,0,1
0.010,8000,50,0,0,16
0.010,8000,100,0,3,909
0.010,8050,30,0,0,968
0.010,8050,50,0,0,1
0.010,8050,100,0,0,1
0.010,8050,200,0,2,2
0.030,300,30,2,3,1
0.030,300,50,0,3,1
0.030,300,100,1,6,3
0.030,300,200,1,6,5
0.030,300,250,2,9,6
0.030,1000,30,1,0,3
0.030,1000,50,1,0,6
0.030,1000,100,2,2,11
0.030,1000,200,7,4,18
0.030,1000,250,7,2,24
0.030,3000,30,1,0,11
0.030,3000,50,1,0,15
0.030,3000,100,0,3,27
0.030,3000,200,6,4,55
0.030,3000,250,3,7,1
0.030,6000,30,0,0,7
0.030,6000,50,1,2,16
0.030,6000,100,0,1,21
0.030,6000,200,3,3,47
0.030,6000,250,1,5,13
0.030,8000,30,0,1,20
0.030,8000,50,1,1,41
0.030,8000,100,0,4,1
0.030,8000,200,0,8,12
0.030,8050,30,1,0,878
0.030,8050,50,0,1,988
0.030,8050,100,2,0,1
0.070,300,30,0,2,1
0.070,300,50,0,6,2
0.070,300,100,0,9,1
0.070,300,200,5,13,2
0.070,300,250,8,15,2
0.070,1000,30,2,0,5
0.070,1000,50,2,1,6
0.070,1000,100,8,3,3
0.070,1000,200,7,9,5
0.070,1000,250,28,10,9
0.070,3000,30,1,0,19
0.070,3000,50,1,1,21
0.070,3000,100,2,4,10
0.070,3000,200,5,9,14
0.070,3000,250,12,11,27
0.070,6000,30,2,0,52
0.070,6000,50,2,0,1
0.070,6000,100,1,4,2
0.070,6000,200,0,7,15
0.070,6000,250,11,8,23
0.070,8000,30,1,1,44
0.070,8000,50,3,4,1
0.070,8000,100,0,8,33
0.070,8050,30,3,1,14
0.070,8050,50,5,2,22
0.070,8050,100,3,2,38
0.070,8050,200,9,5,1
0.080,300,30,5,0,7
0.080,300,50,4,4,946
0.080,300,100,0,7,966
0.080,300,200,3,11,1
0.080,300,250,7,17,1
0.080,1000,30,0,2,2
0.080,1000,50,6,1,1
0.080,1000,100,7,5,1
0.080,1000,200,12,4,2
0.080,1000,250,11,9,5
0.080,3000,30,0,6,6
0.080,3000,50,4,3,3
0.080,3000,100,2,3,5
0.080,3000,200,6,6,10
0.080,3000,250,9,9,19
0.080,6000,30,0,1,23
0.080,6000,50,1,3,9
0.080,6000,100,3,11,15
0.080,6000,200,10,14,27
0.080,6000,250,7,14,54
0.080,8000,30,0,2,1
0.080,8000,50,3,6,6
0.080,8000,100,0,8,13
0.080,8000,200,3,11,20
0.080,8050,30,3,0,42
0.080,8050,50,3,2,1
0.080,8050,100,6,4,24
0.080,8050,200,8,3,12
0.100,300,30,2,0,21
0.100,300,50,0,9,42
0.100,300,100,5,5,1
0.100,300,200,1,22,15
0.100,300,250,8,27,845
0.100,1000,30,0,0,1
0.100,1000,50,3,3,1
0.100,1000,100,7,2,1
0.100,1000,200,7,6,2
0.100,1000,250,14,5,1
0.100,3000,30,3,0,2
0.100,3000,50,8,1,3
0.100,3000,100,3,0,5
0.100,3000,200,16,12,6
0.100,3000,250,15,14,3
0.100,6000,30,0,3,5
0.100,6000,50,0,3,10
0.100,6000,100,6,4,20
0.100,6000,200,7,15,24
0.100,6000,250,13,13,8
0.100,8000,30,0,0,15
0.100,8000,50,3,3,30
0.100,8000,100,1,7,56
0.100,8000,200,2,11,1
0.100,8050,30,0,3,4
0.100,8050,50,0,1,15
0.100,8050,100,11,2,24
0.100,8050,200,21,1,42
0.007,300,30,0,0,13
0.007,300,50,0,0,20
0.007,300,100,0,2,42
0.007,300,200,1,3,1
0.007,300,250,0,0,18
0.007,1000,30,0,0,896
0.007,1000,50,0,0,978
0.007,1000,100,0,0,1
0.007,1000,200,1,0,2
0.007,1000,250,5,1,2
0.007,3000,30,0,0,1
0.007,3000,50,1,0,1
0.007,3000,100,0,0,3
0.007,3000,200,1,0,5
0.007,3000,250,1,1,6
0.007,6000,30,0,0,4
0.007,6000,50,0,0,5
0.007,6000,100,1,1,10
0.007,6000,200,1,2,19
0.007,8000,30,0,0,25
0.007,8000,50,0,0,9
0.007,8000,100,0,0,12
0.007,8050,30,0,0,27
0.007,8050,50,0,0,56
0.007,8050,100,1,1,1
0.007,8050,200,0,1,11
0.010,300,30,0,1,14
0.010,300,50,0,1,22
0.010,300,100,0,0,38
0.010,300,200,0,1,1
0.010,300,250,0,4,19
0.010,1000,30,0,0,14
0.010,1000,50,0,0,20
0.010,1000,100,1,0,42
0.010,1000,200,1,0,961
0.010,1000,250,2,0,975
0.010,3000,30,1,0,1
0.010,3000,50,1,1,2
0.010,3000,100,1,0,2
0.010,3000,200,1,1,1
0.010,3000,250,1,4,2
0.010,6000,30,1,1,3
0.010,6000,50,0,0,5
0.010,6000,100,1,0,6
0.010,6000,200,0,2,3
0.010,8000,30,0,0,5
0.010,8000,50,0,0,9
0.010,8000,100,0,0,19
0.010,8000,200,0,3,21
0.010,8050,30,1,0,9
0.010,8050,50,1,0,15
0.010,8050,100,1,0,27
0.010,8050,200,0,1,53
0.030,300,30,0,0,1
0.030,300,50,1,2,9
0.030,300,100,1,0,14
0.030,300,200,1,2,24
0.030,300,250,1,6,40
0.030,1000,30,1,0,12
0.030,1000,50,0,0,20
0.030,1000,100,3,1,44
0.030,1000,200,6,5,1
0.030,1000,250,11,0,19
0.030,3000,30,0,0,870
0.030,3000,50,1,1,999
0.030,3000,100,2,1,1
0.030,3000,200,2,2,2
0.030,3000,250,2,9,2
0.030,6000,30,0,1,1
0.030,6000,50,1,2,2
0.030,6000,100,3,2,3
0.030,6000,200,0,3,5
0.030,6000,250,8,10,6
0.030,8000,30,0,2,3
0.030,8000,50,0,1,6
0.030,8000,100,0,5,10
0.030,8050,30,0,0,18
0.030,8050,50,1,0,23
0.030,8050,100,1,4,9
0.030,8050,200,3,3,16
0.070,300,30,0,2,27
0.070,300,50,0,7,53
0.070,300,100,2,6,1
0.070,300,200,2,10,5
0.070,300,250,3,16,13
0.070,1000,30,4,2,24
0.070,1000,50,4,0,43
0.070,1000,100,6,5,1
0.070,1000,200,10,4,27
0.070,1000,250,17,3,16
0.070,3000,30,0,1,22
0.070,3000,50,0,2,44
0.070,3000,100,4,2,1
0.070,3000,200,9,11,23
0.070,3000,250,8,9,897
0.070,6000,30,1,0,1
0.070,6000,50,1,1,1
0.070,6000,100,8,5,1
0.070,6000,200,7,5,2
0.070,6000,250,6,5,1
0.070,8000,30,1,3,2
0.070,8000,50,3,3,3
0.070,8000,100,1,8,5
0.070,8000,200,4,7,6
0.070,8050,30,3,1,3
0.070,8050,50,2,0,5
0.070,8050,100,2,3,10
0.070,8050,200,13,1,19
0.080,300,30,0,1,24
0.080,300,50,2,3,9
0.080,300,100,0,5,15
0.080,300,200,5,13,27
0.080,300,250,8,15,48
0.080,1000,30,3,0,1
0.080,1000,50,1,5,6
0.080,1000,100,6,2,12
0.080,1000,200,15,4,24
0.080,1000,250,12,7,38
0.080,3000,30,2,2,1
0.080,3000,50,5,1,20
0.080,3000,100,6,3,14
0.080,3000,200,4,10,19
0.080,3000,250,11,7,40
0.080,6000,30,1,2,1
0.080,6000,50,0,5,15
0.080,6000,100,4,2,958
